amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;stim_id;stim_pos;stim_freq;stim_elec;stim_time;stim_attended;con_validity;con_pos_attention;con_pos_targ;con_val_pos_att
4.10718822479248;1.91427886486053;7.17805311906012;40.2984580404722;1;SSVEP1;left;24;'PO4','O2','PO8';[500 1500] ;both_attended;neutral;both;left;neutral_both
5.16777515411377;1.26208484172821;3.21299383880631;-33.0300695391658;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[500 1500] ;both_attended;neutral;both;left;neutral_both
3.85457873344421;1.82615065574646;6.82294782448165;34.5696210582315;1;SSVEP1;left;24;'PO4','O2','PO8';[500 1500] ;both_attended;neutral;both;right;neutral_both
5.27130222320557;0.830781936645508;9.1566623624979;-49.843765192294;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[500 1500] ;both_attended;neutral;both;right;neutral_both
4.04339790344238;1.39427435398102;8.66302923941762;-6.84999355692374;1;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;stim_attended;valid;left;left;valid_left
5.11059999465942;1.95107781887054;1.44431989403613;-12.4976837062838;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;stim_attended;valid;left;left;valid_left
3.58257269859314;1.01565635204315;-7.2559577484522;-25.5843956770533;1;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;stim_attended;valid;right;right;valid_right
5.13980770111084;1.95962023735046;-2.21882222888069;-19.0340582783873;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;stim_attended;valid;right;right;valid_right
3.96328067779541;1.35604023933411;0.705273576576326;-6.71488885085596;1;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;stim_attended;invalid;right;left;invalid_right
5.44004583358765;2.21420907974243;6.37905868087616;13.1781539076683;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;stim_attended;invalid;right;left;invalid_right
3.91008591651917;1.70227837562561;0.180892724194459;15.9049688970626;1;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;stim_attended;invalid;left;right;invalid_left
5.54972505569458;2.37809324264526;2.5429081611211;40.8230210919424;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;stim_attended;invalid;left;right;invalid_left
3.73092007637024;1.32470309734344;-2.640753663443;-2.91184564049228;1;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;both_attended;neutral;both;left;neutral_both
4.76995515823364;2.01318383216858;-4.73243558860285;6.8254500708435;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;both_attended;neutral;both;left;neutral_both
3.43191361427307;0.779494285583496;-4.89048108558336;-42.5588188477525;1;SSVEP1;left;24;'PO4','O2','PO8';[1000 2000] ;both_attended;neutral;both;right;neutral_both
5.07022857666016;1.96501326560974;4.99288513695186;18.6324141183556;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1000 2000] ;both_attended;neutral;both;right;neutral_both
3.84233999252319;1.29355978965759;3.2597614496144;-13.5786279098772;1;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;stim_attended;valid;left;left;valid_left
4.34172582626343;1.53700435161591;-13.8176683614588;-31.0681308458682;1;SSVEP2;right;21.8182;'PO3','O1','PO7';[1500 2500] ;stim_attended;valid;left;left;valid_left
3.58937096595764;1.50998711585999;-7.07996723863273;10.6344715124767;1;SSVEP1;left;24;'PO4','O2','PO8';[1500 2500] ;stim_attended;valid;right;right;valid_right
