amplitude_induced;modulation_induced;subjects;alpha_pos;validity;pos_attended;validity_pos_attended;targ_pos;alpha_pos_targ;alpha_electrodes;time
5.50486278533936;-4.80219538544545;7;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
5.20312738418579;1.47208583962224;7;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
5.24113512039185;-9.36294389056519;7;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
5.20187282562256;1.44761927080326;7;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
5.63878488540649;-2.48622668415177;7;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
5.2696099281311;2.76863729953061;7;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
7.08360147476196;0;8;alpha_contra_left_stim;valid;left;valid_left;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
5.09941005706787;0;8;alpha_contra_right_stim;valid;left;valid_left;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
7.42324542999268;4.79479197751065;8;alpha_contra_left_stim;valid;left;valid_left;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
5.85438776016235;14.8051969668152;8;alpha_contra_right_stim;valid;left;valid_left;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
6.65805339813232;-6.00751013655718;8;alpha_contra_left_stim;valid;left;valid_left;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
5.39470386505127;5.79074451120314;8;alpha_contra_right_stim;valid;left;valid_left;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
6.69942331314087;-5.42348638598423;8;alpha_contra_left_stim;valid;left;valid_left;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
5.25492429733276;3.04965159743031;8;alpha_contra_right_stim;valid;left;valid_left;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
7.02629327774048;-0.809026273226499;8;alpha_contra_left_stim;valid;left;valid_left;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
5.61575651168823;10.1256115676498;8;alpha_contra_right_stim;valid;left;valid_left;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
7.53888273239136;6.42725680222846;8;alpha_contra_left_stim;valid;left;valid_left;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
5.90141344070435;15.7273758074208;8;alpha_contra_right_stim;valid;left;valid_left;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
6.92744970321655;0;8;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
5.03651666641235;0;8;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
7.62437438964844;10.0603355677673;8;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
5.44984531402588;8.20663714606449;8;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
7.09324884414673;2.39336477395413;8;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
5.06506586074829;0.566844035806069;8;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
7.22824048995972;4.34201328958768;8;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
4.83644580841064;-3.97240535975879;8;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
7.63312673568726;10.1866785426539;8;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
5.20434331893921;3.33219690597;8;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
7.5109281539917;8.42270208767053;8;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
5.54333543777466;10.0628828400825;8;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
6.97761106491089;0;8;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
5.26839160919189;0;8;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
7.36598110198975;5.565945614709;8;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
5.80696821212769;10.2227898548036;8;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
6.89281702041626;-1.2152303088523;8;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
5.18058252334595;-1.66671523986077;8;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
6.67460203170776;-4.34258989766427;8;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
5.30822372436523;0.756058359516087;8;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
7.16017627716064;2.61644294231076;8;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
5.78127908706665;9.7351813593338;8;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
7.12913608551025;2.17158880295516;8;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
6.08149290084839;15.4335773035143;8;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
6.86628580093384;0;8;alpha_contra_left_stim;invalid;left;invalid_left;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
5.22001552581787;0;8;alpha_contra_right_stim;invalid;left;invalid_left;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
7.48808526992798;9.05583436258324;8;alpha_contra_left_stim;invalid;left;invalid_left;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
5.94269704818726;13.8444324311881;8;alpha_contra_right_stim;invalid;left;invalid_left;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
6.85202360153198;-0.207713454046954;8;alpha_contra_left_stim;invalid;left;invalid_left;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
5.56002521514893;6.51357620776007;8;alpha_contra_right_stim;invalid;left;invalid_left;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
6.74652194976807;-1.74423050012691;8;alpha_contra_left_stim;invalid;left;invalid_left;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
5.44245195388794;4.26122158008748;8;alpha_contra_right_stim;invalid;left;invalid_left;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
7.18664026260376;4.66561502037028;8;alpha_contra_left_stim;invalid;left;invalid_left;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
5.20180368423462;-0.348884816399053;8;alpha_contra_right_stim;invalid;left;invalid_left;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
7.05463933944702;2.74316484885564;8;alpha_contra_left_stim;invalid;left;invalid_left;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
5.39263248443604;3.30682845222225;8;alpha_contra_right_stim;invalid;left;invalid_left;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
6.96353006362915;0;8;alpha_contra_left_stim;neutral;both;neutral_both;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
5.21836137771606;0;8;alpha_contra_right_stim;neutral;both;neutral_both;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
7.39246797561646;6.1597768382974;8;alpha_contra_left_stim;neutral;both;neutral_both;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
5.52073431015015;5.79440384725565;8;alpha_contra_right_stim;neutral;both;neutral_both;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
6.946213722229;-0.248671883971474;8;alpha_contra_left_stim;neutral;both;neutral_both;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
5.21327066421509;-0.0975538705064616;8;alpha_contra_right_stim;neutral;both;neutral_both;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
7.41716766357422;6.51447751068728;8;alpha_contra_left_stim;neutral;both;neutral_both;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
5.25845050811768;0.768232161398474;8;alpha_contra_right_stim;neutral;both;neutral_both;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
7.26525020599365;4.33286191927857;8;alpha_contra_left_stim;neutral;both;neutral_both;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
5.56124877929688;6.57078681911607;8;alpha_contra_right_stim;neutral;both;neutral_both;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
7.54144620895386;8.2991836043502;8;alpha_contra_left_stim;neutral;both;neutral_both;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
6.02241849899292;15.4082299610452;8;alpha_contra_right_stim;neutral;both;neutral_both;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
6.51270532608032;0;8;alpha_contra_left_stim;neutral;both;neutral_both;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
5.35100889205933;0;8;alpha_contra_right_stim;neutral;both;neutral_both;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
7.40097332000732;13.6390017581466;8;alpha_contra_left_stim;neutral;both;neutral_both;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
5.51616287231445;3.08640825658519;8;alpha_contra_right_stim;neutral;both;neutral_both;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
6.71185398101807;3.05784838967376;8;alpha_contra_left_stim;neutral;both;neutral_both;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
4.96512460708618;-7.21143045652158;8;alpha_contra_right_stim;neutral;both;neutral_both;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
7.06112575531006;8.42077756894006;8;alpha_contra_left_stim;neutral;both;neutral_both;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
5.1863489151001;-3.07717629106498;8;alpha_contra_right_stim;neutral;both;neutral_both;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
7.35188961029053;12.885340917386;8;alpha_contra_left_stim;neutral;both;neutral_both;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
5.28202676773071;-1.28914239763234;8;alpha_contra_right_stim;neutral;both;neutral_both;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
7.84288740158081;20.4244167193276;8;alpha_contra_left_stim;neutral;both;neutral_both;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
5.77741146087646;7.96863876361527;8;alpha_contra_right_stim;neutral;both;neutral_both;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
10.3346576690674;0;9;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
9.57385540008545;0;9;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
10.1908111572266;-1.39188463176063;9;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
9.94851493835449;3.91336115506506;9;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
10.4435977935791;1.05412417130939;9;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
9.99270820617676;4.37496482438591;9;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
12.0109357833862;16.2199674918707;9;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
12.009819984436;25.4439249659948;9;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
12.1354417800903;17.4247098325556;9;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
12.4920291900635;30.4806545328853;9;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
11.4207286834717;10.5090178038022;9;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
11.4548625946045;19.6473324059423;9;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
10.6745662689209;0;9;alpha_contra_left_stim;valid;right;valid_right;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
9.61013984680176;0;9;alpha_contra_right_stim;valid;right;valid_right;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
10.2184686660767;-4.27275068001752;9;alpha_contra_left_stim;valid;right;valid_right;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
8.84224796295166;-7.99043402168232;9;alpha_contra_right_stim;valid;right;valid_right;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
11.0568361282349;3.58112779183306;9;alpha_contra_left_stim;valid;right;valid_right;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
8.53546047210693;-11.1827652024489;9;alpha_contra_right_stim;valid;right;valid_right;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
12.8451204299927;20.3338862337795;9;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
9.89135646820068;2.92624900242753;9;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
13.5488338470459;26.9263172452586;9;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
10.4640703201294;8.88572369331153;9;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
13.2931518554688;24.5310724630741;9;alpha_contra_left_stim;valid;right;valid_right;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
10.5200672149658;9.4684092288926;9;alpha_contra_right_stim;valid;right;valid_right;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
10.8899698257446;0;9;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
10.9029664993286;0;9;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
11.5446949005127;6.01218447107403;9;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
9.0239200592041;-17.2342677585978;9;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
11.0033693313599;1.04132065955913;9;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
8.97677230834961;-17.6666982430664;9;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
11.7562494277954;7.9548393238229;9;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
9.65738391876221;-11.4242539463283;9;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
11.7357511520386;7.76660853820239;9;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
10.5581684112549;-3.16242453918356;9;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
11.6357440948486;6.84826754378092;9;alpha_contra_left_stim;invalid;right;invalid_right;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
11.4954471588135;5.43412345182706;9;alpha_contra_right_stim;invalid;right;invalid_right;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
10.4988098144531;0;9;alpha_contra_left_stim;invalid;left;invalid_left;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
9.88596630096436;0;9;alpha_contra_right_stim;invalid;left;invalid_left;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
10.3672513961792;-1.25307935469806;9;alpha_contra_left_stim;invalid;left;invalid_left;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
8.80104541778564;-10.9743534435564;9;alpha_contra_right_stim;invalid;left;invalid_left;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
10.6606187820435;1.54121248455781;9;alpha_contra_left_stim;invalid;left;invalid_left;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
10.0944032669067;2.10841266899777;9;alpha_contra_right_stim;invalid;left;invalid_left;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
11.2298078536987;6.96267531429402;9;alpha_contra_left_stim;invalid;left;invalid_left;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
12.2113494873047;23.5220626446349;9;alpha_contra_right_stim;invalid;left;invalid_left;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
12.2941312789917;17.100237991425;9;alpha_contra_left_stim;invalid;left;invalid_left;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
11.6451721191406;17.7949809317544;9;alpha_contra_right_stim;invalid;left;invalid_left;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
11.7922458648682;12.3198350410581;9;alpha_contra_left_stim;invalid;left;invalid_left;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
9.51904201507568;-3.71156723296618;9;alpha_contra_right_stim;invalid;left;invalid_left;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
11.0345230102539;0;9;alpha_contra_left_stim;neutral;both;neutral_both;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
10.3382196426392;0;9;alpha_contra_right_stim;neutral;both;neutral_both;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
9.82049369812012;-11.0021005077034;9;alpha_contra_left_stim;neutral;both;neutral_both;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
8.78059959411621;-15.0666178739197;9;alpha_contra_right_stim;neutral;both;neutral_both;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
10.6227445602417;-3.73172859062018;9;alpha_contra_left_stim;neutral;both;neutral_both;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
8.52109050750732;-17.5768091406883;9;alpha_contra_right_stim;neutral;both;neutral_both;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
10.4745035171509;-5.07515814306269;9;alpha_contra_left_stim;neutral;both;neutral_both;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
9.55150508880615;-7.60976822922456;9;alpha_contra_right_stim;neutral;both;neutral_both;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
10.9082307815552;-1.14451914760042;9;alpha_contra_left_stim;neutral;both;neutral_both;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
10.939697265625;5.81800004040438;9;alpha_contra_right_stim;neutral;both;neutral_both;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
10.9435815811157;-0.824153695213425;9;alpha_contra_left_stim;neutral;both;neutral_both;left;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
10.9158544540405;5.58737221077175;9;alpha_contra_right_stim;neutral;both;neutral_both;left;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
11.0623865127563;0;9;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
9.52706050872803;0;9;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
10.6693878173828;-3.55256702448751;9;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
8.77585792541504;-7.88493557508939;9;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
11.0981378555298;0.323179295283271;9;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
9.88307666778564;3.7368940685478;9;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
12.9535646438599;17.0955709143117;9;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
11.3338212966919;18.9645146717462;9;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
15.0930891036987;36.4361034239264;9;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
11.7690105438232;23.5324424888589;9;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
13.0041532516479;17.5528737551567;9;alpha_contra_left_stim;neutral;both;neutral_both;right;ipsi_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
10.5195093154907;10.4171565390341;9;alpha_contra_right_stim;neutral;both;neutral_both;right;contra_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
10.1465005874634;0;10;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
10.9269571304321;0;10;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
9.09508991241455;-10.3622984691679;10;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
10.1439590454102;-7.16574683761945;10;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
9.37913036346436;-7.56290523401887;10;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
9.55525398254395;-12.5533863775115;10;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
10.3743314743042;2.24541342975251;10;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
10.5453186035156;-3.49263314901842;10;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
10.7338228225708;5.78842163408628;10;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
10.9461603164673;0.175741387157768;10;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1500 2500] 
10.6794757843018;5.25279816665958;10;alpha_contra_left_stim;valid;left;valid_left;left;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[2000 3000] 
10.6848316192627;-2.21585486498435;10;alpha_contra_right_stim;valid;left;valid_left;left;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[2000 3000] 
9.82080936431885;0;10;alpha_contra_left_stim;valid;right;valid_right;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[-1000 0] 
10.4901294708252;0;10;alpha_contra_right_stim;valid;right;valid_right;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[-1000 0] 
8.75649833679199;-10.8373046257647;10;alpha_contra_left_stim;valid;right;valid_right;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[0 1000] 
9.57733058929443;-8.70150253216043;10;alpha_contra_right_stim;valid;right;valid_right;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[0 1000] 
9.54641723632813;-2.79398690893695;10;alpha_contra_left_stim;valid;right;valid_right;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[500 1500] 
9.57562446594238;-8.71776661504706;10;alpha_contra_right_stim;valid;right;valid_right;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[500 1500] 
10.4398488998413;6.30334540217803;10;alpha_contra_left_stim;valid;right;valid_right;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1000 2000] 
10.1472759246826;-3.26834427636105;10;alpha_contra_right_stim;valid;right;valid_right;right;ipsi_target;'P9','P7','P5','PO7','PO3','I1','O1';[1000 2000] 
11.259467124939;14.6490753180392;10;alpha_contra_left_stim;valid;right;valid_right;right;contra_target;'P6','P8','P10','PO4','PO8','O2','I2';[1500 2500] 
